Image Name;Site ;Location_season;Trigger;Day;Month;Year;Date;Time;Temp_F;Temp_C;Serial #;Species;Comment
2015-07-12 01-00-00 T.JPG;Valdres;Box3Fall2015;T;12;7;2015;12/07/2015;01:00:00;55;13;S750HG02176104;;
2015-07-12 13-00-00 T.JPG;Valdres;Box3Fall2015;T;12;7;2015;12/07/2015;13:00:00;59;15;S750HG02176104;;
2015-07-13 01-00-00 T.JPG;Valdres;Box3Fall2015;T;13;7;2015;13/07/2015;01:00:00;55;13;S750HG02176104;;
2015-07-13 13-00-00 T.JPG;Valdres;Box3Fall2015;T;13;7;2015;13/07/2015;13:00:00;59;15;S750HG02176104;;
2015-07-14 01-00-00 T.JPG;Valdres;Box3Fall2015;T;14;7;2015;14/07/2015;01:00:00;50;10;S750HG02176104;;
2015-07-14 13-00-00 T.JPG;Valdres;Box3Fall2015;T;14;7;2015;14/07/2015;13:00:00;58;14;S750HG02176104;;
2015-07-15 01-00-00 T.JPG;Valdres;Box3Fall2015;T;15;7;2015;15/07/2015;01:00:00;54;12;S750HG02176104;;
2015-07-15 13-00-00 T.JPG;Valdres;Box3Fall2015;T;15;7;2015;15/07/2015;13:00:00;57;14;S750HG02176104;;
2015-07-16 01-00-00 T.JPG;Valdres;Box3Fall2015;T;16;7;2015;16/07/2015;01:00:00;46;8;S750HG02176104;;
2015-07-16 13-00-00 T.JPG;Valdres;Box3Fall2015;T;16;7;2015;16/07/2015;13:00:00;54;12;S750HG02176104;;
2015-07-17 01-00-00 T.JPG;Valdres;Box3Fall2015;T;17;7;2015;17/07/2015;01:00:00;42;6;S750HG02176104;;
2015-07-17 13-00-00 T.JPG;Valdres;Box3Fall2015;T;17;7;2015;17/07/2015;13:00:00;59;15;S750HG02176104;;
2015-07-18 01-00-00 T.JPG;Valdres;Box3Fall2015;T;18;7;2015;18/07/2015;01:00:00;52;11;S750HG02176104;;
2015-07-18 13-00-00 T.JPG;Valdres;Box3Fall2015;T;18;7;2015;18/07/2015;13:00:00;56;13;S750HG02176104;;
2015-07-19 01-00-00 T.JPG;Valdres;Box3Fall2015;T;19;7;2015;19/07/2015;01:00:00;49;9;S750HG02176104;;
2015-07-19 13-00-00 T.JPG;Valdres;Box3Fall2015;T;19;7;2015;19/07/2015;13:00:00;59;15;S750HG02176104;;
2015-07-20 01-00-00 T.JPG;Valdres;Box3Fall2015;T;20;7;2015;20/07/2015;01:00:00;50;10;S750HG02176104;;
2015-07-20 13-00-00 T.JPG;Valdres;Box3Fall2015;T;20;7;2015;20/07/2015;13:00:00;60;16;S750HG02176104;;
2015-07-21 01-00-00 T.JPG;Valdres;Box3Fall2015;T;21;7;2015;21/07/2015;01:00:00;51;11;S750HG02176104;;
2015-07-21 13-00-00 T.JPG;Valdres;Box3Fall2015;T;21;7;2015;21/07/2015;13:00:00;53;12;S750HG02176104;;
2015-07-22 01-00-00 T.JPG;Valdres;Box3Fall2015;T;22;7;2015;22/07/2015;01:00:00;45;7;S750HG02176104;;
2015-07-22 13-00-00 T.JPG;Valdres;Box3Fall2015;T;22;7;2015;22/07/2015;13:00:00;59;15;S750HG02176104;;
2015-07-23 01-00-00 T.JPG;Valdres;Box3Fall2015;T;23;7;2015;23/07/2015;01:00:00;46;8;S750HG02176104;;
2015-07-23 13-00-00 T.JPG;Valdres;Box3Fall2015;T;23;7;2015;23/07/2015;13:00:00;58;14;S750HG02176104;;
2015-07-24 01-00-00 T.JPG;Valdres;Box3Fall2015;T;24;7;2015;24/07/2015;01:00:00;43;6;S750HG02176104;;
2015-07-24 13-00-00 T.JPG;Valdres;Box3Fall2015;T;24;7;2015;24/07/2015;13:00:00;56;13;S750HG02176104;;
2015-07-25 01-00-00 T.JPG;Valdres;Box3Fall2015;T;25;7;2015;25/07/2015;01:00:00;42;6;S750HG02176104;;
2015-07-25 13-00-00 T.JPG;Valdres;Box3Fall2015;T;25;7;2015;25/07/2015;13:00:00;56;13;S750HG02176104;;
2015-07-26 01-00-00 T.JPG;Valdres;Box3Fall2015;T;26;7;2015;26/07/2015;01:00:00;51;11;S750HG02176104;;
2015-07-26 13-00-00 T.JPG;Valdres;Box3Fall2015;T;26;7;2015;26/07/2015;13:00:00;50;10;S750HG02176104;;
2015-07-27 01-00-00 T.JPG;Valdres;Box3Fall2015;T;27;7;2015;27/07/2015;01:00:00;46;8;S750HG02176104;;
2015-07-27 13-00-00 T.JPG;Valdres;Box3Fall2015;T;27;7;2015;27/07/2015;13:00:00;55;13;S750HG02176104;;
2015-07-27 14-56-33 M 1_2.JPG;Valdres;Box3Fall2015;M 1/2;27;7;2015;27/07/2015;14:56:33;58;14;S750HG02176104;;
2015-07-27 14-56-33 M 2_2.JPG;Valdres;Box3Fall2015;M 2/2;27;7;2015;27/07/2015;14:56:33;58;14;S750HG02176104;;
2015-07-28 01-00-00 T.JPG;Valdres;Box3Fall2015;T;28;7;2015;28/07/2015;01:00:00;51;11;S750HG02176104;;
2015-07-28 13-00-00 T.JPG;Valdres;Box3Fall2015;T;28;7;2015;28/07/2015;13:00:00;55;13;S750HG02176104;;
2015-07-29 01-00-00 T.JPG;Valdres;Box3Fall2015;T;29;7;2015;29/07/2015;01:00:00;52;11;S750HG02176104;;
2015-07-29 13-00-00 T.JPG;Valdres;Box3Fall2015;T;29;7;2015;29/07/2015;13:00:00;53;12;S750HG02176104;;
2015-07-30 01-00-00 T.JPG;Valdres;Box3Fall2015;T;30;7;2015;30/07/2015;01:00:00;52;11;S750HG02176104;;
2015-07-30 13-00-00 T.JPG;Valdres;Box3Fall2015;T;30;7;2015;30/07/2015;13:00:00;59;15;S750HG02176104;;
2015-07-31 01-00-00 T.JPG;Valdres;Box3Fall2015;T;31;7;2015;31/07/2015;01:00:00;53;12;S750HG02176104;;
2015-07-31 13-00-00 T.JPG;Valdres;Box3Fall2015;T;31;7;2015;31/07/2015;13:00:00;54;12;S750HG02176104;;
2015-08-01 01-00-00 T.JPG;Valdres;Box3Fall2015;T;1;8;2015;01/08/2015;01:00:00;40;4;S750HG02176104;;
2015-08-01 13-00-00 T.JPG;Valdres;Box3Fall2015;T;1;8;2015;01/08/2015;13:00:00;55;13;S750HG02176104;;
2015-08-02 01-00-00 T.JPG;Valdres;Box3Fall2015;T;2;8;2015;02/08/2015;01:00:00;49;9;S750HG02176104;;
2015-08-02 13-00-00 T.JPG;Valdres;Box3Fall2015;T;2;8;2015;02/08/2015;13:00:00;56;13;S750HG02176104;;
2015-08-03 01-00-00 T.JPG;Valdres;Box3Fall2015;T;3;8;2015;03/08/2015;01:00:00;41;5;S750HG02176104;;
2015-08-03 13-00-00 T.JPG;Valdres;Box3Fall2015;T;3;8;2015;03/08/2015;13:00:00;54;12;S750HG02176104;;
2015-08-04 01-00-00 T.JPG;Valdres;Box3Fall2015;T;4;8;2015;04/08/2015;01:00:00;43;6;S750HG02176104;;
2015-08-04 13-00-00 T.JPG;Valdres;Box3Fall2015;T;4;8;2015;04/08/2015;13:00:00;53;12;S750HG02176104;;
2015-08-05 01-00-00 T.JPG;Valdres;Box3Fall2015;T;5;8;2015;05/08/2015;01:00:00;54;12;S750HG02176104;;
2015-08-05 13-00-00 T.JPG;Valdres;Box3Fall2015;T;5;8;2015;05/08/2015;13:00:00;60;16;S750HG02176104;;
2015-08-06 01-00-00 T.JPG;Valdres;Box3Fall2015;T;6;8;2015;06/08/2015;01:00:00;48;9;S750HG02176104;;
2015-08-06 13-00-00 T.JPG;Valdres;Box3Fall2015;T;6;8;2015;06/08/2015;13:00:00;58;14;S750HG02176104;;
2015-08-07 01-00-00 T.JPG;Valdres;Box3Fall2015;T;7;8;2015;07/08/2015;01:00:00;54;12;S750HG02176104;;
2015-08-07 13-00-00 T.JPG;Valdres;Box3Fall2015;T;7;8;2015;07/08/2015;13:00:00;62;17;S750HG02176104;;
2015-08-08 01-00-00 T.JPG;Valdres;Box3Fall2015;T;8;8;2015;08/08/2015;01:00:00;53;12;S750HG02176104;;
2015-08-08 13-00-00 T.JPG;Valdres;Box3Fall2015;T;8;8;2015;08/08/2015;13:00:00;60;16;S750HG02176104;;
2015-08-08 16-10-50 M 1_2.JPG;Valdres;Box3Fall2015;M 1/2;8;8;2015;08/08/2015;16:10:50;64;18;S750HG02176104;;
2015-08-08 16-10-50 M 2_2.JPG;Valdres;Box3Fall2015;M 2/2;8;8;2015;08/08/2015;16:10:50;64;18;S750HG02176104;;
2015-08-09 01-00-00 T.JPG;Valdres;Box3Fall2015;T;9;8;2015;09/08/2015;01:00:00;42;6;S750HG02176104;;
2015-08-09 13-00-00 T.JPG;Valdres;Box3Fall2015;T;9;8;2015;09/08/2015;13:00:00;54;12;S750HG02176104;;
2015-08-10 01-00-00 T.JPG;Valdres;Box3Fall2015;T;10;8;2015;10/08/2015;01:00:00;54;12;S750HG02176104;;
2015-08-10 13-00-00 T.JPG;Valdres;Box3Fall2015;T;10;8;2015;10/08/2015;13:00:00;59;15;S750HG02176104;;
2015-08-11 01-00-00 T.JPG;Valdres;Box3Fall2015;T;11;8;2015;11/08/2015;01:00:00;54;12;S750HG02176104;;
2015-08-11 13-00-00 T.JPG;Valdres;Box3Fall2015;T;11;8;2015;11/08/2015;13:00:00;56;13;S750HG02176104;;
2015-08-12 01-00-00 T.JPG;Valdres;Box3Fall2015;T;12;8;2015;12/08/2015;01:00:00;47;8;S750HG02176104;;
2015-08-12 13-00-00 T.JPG;Valdres;Box3Fall2015;T;12;8;2015;12/08/2015;13:00:00;56;13;S750HG02176104;;
2015-08-13 01-00-00 T.JPG;Valdres;Box3Fall2015;T;13;8;2015;13/08/2015;01:00:00;41;5;S750HG02176104;;
2015-08-13 13-00-00 T.JPG;Valdres;Box3Fall2015;T;13;8;2015;13/08/2015;13:00:00;58;14;S750HG02176104;;
2015-08-14 01-00-00 T.JPG;Valdres;Box3Fall2015;T;14;8;2015;14/08/2015;01:00:00;45;7;S750HG02176104;;
2015-08-14 12-58-10 M 1_2.JPG;Valdres;Box3Fall2015;M 1/2;14;8;2015;14/08/2015;12:58:10;59;15;S750HG02176104;;
2015-08-14 12-58-10 M 2_2.JPG;Valdres;Box3Fall2015;M 2/2;14;8;2015;14/08/2015;12:58:10;59;15;S750HG02176104;;
2015-08-14 13-00-00 T.JPG;Valdres;Box3Fall2015;T;14;8;2015;14/08/2015;13:00:00;59;15;S750HG02176104;;
2015-08-14 15-18-32 M 1_2.JPG;Valdres;Box3Fall2015;M 1/2;14;8;2015;14/08/2015;15:18:32;65;18;S750HG02176104;;
2015-08-14 15-18-32 M 2_2.JPG;Valdres;Box3Fall2015;M 2/2;14;8;2015;14/08/2015;15:18:32;65;18;S750HG02176104;;
2015-08-15 01-00-00 T.JPG;Valdres;Box3Fall2015;T;15;8;2015;15/08/2015;01:00:00;45;7;S750HG02176104;;
2015-08-15 13-00-00 T.JPG;Valdres;Box3Fall2015;T;15;8;2015;15/08/2015;13:00:00;61;16;S750HG02176104;;
2015-08-15 14-03-40 M 1_2.JPG;Valdres;Box3Fall2015;M 1/2;15;8;2015;15/08/2015;14:03:40;63;17;S750HG02176104;;
2015-08-15 14-03-41 M 2_2.JPG;Valdres;Box3Fall2015;M 2/2;15;8;2015;15/08/2015;14:03:41;63;17;S750HG02176104;;
2015-08-16 01-00-00 T.JPG;Valdres;Box3Fall2015;T;16;8;2015;16/08/2015;01:00:00;55;13;S750HG02176104;;
2015-08-16 08-59-00 M 1_2.JPG;Valdres;Box3Fall2015;M 1/2;16;8;2015;16/08/2015;08:59:00;54;12;S750HG02176104;;
2015-08-16 08-59-01 M 2_2.JPG;Valdres;Box3Fall2015;M 2/2;16;8;2015;16/08/2015;08:59:01;54;12;S750HG02176104;;
2015-08-16 13-00-00 T.JPG;Valdres;Box3Fall2015;T;16;8;2015;16/08/2015;13:00:00;59;15;S750HG02176104;;
2015-08-17 01-00-00 T.JPG;Valdres;Box3Fall2015;T;17;8;2015;17/08/2015;01:00:00;52;11;S750HG02176104;;
2015-08-17 13-00-00 T.JPG;Valdres;Box3Fall2015;T;17;8;2015;17/08/2015;13:00:00;60;16;S750HG02176104;;
2015-08-17 21-30-30 M 1_2.JPG;Valdres;Box3Fall2015;M 1/2;17;8;2015;17/08/2015;21:30:30;53;12;S750HG02176104;;
2015-08-17 21-30-30 M 2_2.JPG;Valdres;Box3Fall2015;M 2/2;17;8;2015;17/08/2015;21:30:30;53;12;S750HG02176104;;
2015-08-18 01-00-00 T.JPG;Valdres;Box3Fall2015;T;18;8;2015;18/08/2015;01:00:00;45;7;S750HG02176104;;
2015-08-18 13-00-00 T.JPG;Valdres;Box3Fall2015;T;18;8;2015;18/08/2015;13:00:00;58;14;S750HG02176104;;
2015-08-18 20-18-13 M 1_2.JPG;Valdres;Box3Fall2015;M 1/2;18;8;2015;18/08/2015;20:18:13;56;13;S750HG02176104;;
2015-08-18 20-18-13 M 2_2.JPG;Valdres;Box3Fall2015;M 2/2;18;8;2015;18/08/2015;20:18:13;56;13;S750HG02176104;;
2015-08-19 01-00-00 T.JPG;Valdres;Box3Fall2015;T;19;8;2015;19/08/2015;01:00:00;42;6;S750HG02176104;;
2015-08-19 13-00-00 T.JPG;Valdres;Box3Fall2015;T;19;8;2015;19/08/2015;13:00:00;59;15;S750HG02176104;;
2015-08-20 01-00-00 T.JPG;Valdres;Box3Fall2015;T;20;8;2015;20/08/2015;01:00:00;43;6;S750HG02176104;;
2015-08-20 13-00-00 T.JPG;Valdres;Box3Fall2015;T;20;8;2015;20/08/2015;13:00:00;60;16;S750HG02176104;;
2015-08-21 01-00-00 T.JPG;Valdres;Box3Fall2015;T;21;8;2015;21/08/2015;01:00:00;42;6;S750HG02176104;;
2015-08-21 13-00-00 T.JPG;Valdres;Box3Fall2015;T;21;8;2015;21/08/2015;13:00:00;56;13;S750HG02176104;;
2015-08-21 14-01-52 M 1_2.JPG;Valdres;Box3Fall2015;M 1/2;21;8;2015;21/08/2015;14:01:52;61;16;S750HG02176104;;
2015-08-21 14-01-53 M 2_2.JPG;Valdres;Box3Fall2015;M 2/2;21;8;2015;21/08/2015;14:01:53;61;16;S750HG02176104;;
